Player_Name,Assists,Blocks,DREB,FTA,FTM,OREB,PF,Points,Rebounds,Steals,Seconds_Played,Game_ID,Team_Name,isHome,Playing_Against
Jaylen Brown,0,0,5,2,1,1,5,25,6,2,2376,0021700001,BostonCeltics,0,ClevelandCavaliers
Kyrie Irving,10,0,2,2,2,2,4,22,4,3,2361,0021700001,BostonCeltics,0,ClevelandCavaliers
Marcus Smart,3,2,9,3,2,0,2,12,9,2,2103,0021700001,BostonCeltics,0,ClevelandCavaliers
Aron Baynes,1,1,3,4,2,2,5,6,5,0,1146,0021700001,BostonCeltics,0,ClevelandCavaliers
Terry Rozier,2,0,3,4,4,0,0,9,3,4,1172,0021700001,BostonCeltics,0,ClevelandCavaliers
Semi Ojeleye,0,0,0,0,0,0,1,0,0,0,519,0021700001,BostonCeltics,0,ClevelandCavaliers
Shane Larkin,0,0,1,0,0,0,0,0,1,0,289,0021700001,BostonCeltics,0,ClevelandCavaliers
Abdel Nader,0,0,0,0,0,0,0,0,0,0,0,0021700001,BostonCeltics,0,ClevelandCavaliers
Daniel Theis,0,0,0,0,0,0,0,0,0,0,0,0021700001,BostonCeltics,0,ClevelandCavaliers
Kadeem Allen,0,0,0,0,0,0,0,0,0,0,0,0021700001,BostonCeltics,0,ClevelandCavaliers
Jabari Bird,0,0,0,0,0,0,0,0,0,0,0,0021700001,BostonCeltics,0,ClevelandCavaliers
Marcus Morris,0,0,0,0,0,0,0,0,0,0,0,0021700001,BostonCeltics,0,ClevelandCavaliers
Guerschon Yabusele,0,0,0,0,0,0,0,0,0,0,0,0021700001,BostonCeltics,0,ClevelandCavaliers
Kevin Durant,7,4,4,5,4,1,4,20,5,0,2257,0021700002,Golden StateWarriors,1,HoustonRockets
Draymond Green,13,0,10,4,4,1,3,9,11,0,1659,0021700002,Golden StateWarriors,1,HoustonRockets
Zaza Pachulia,0,1,3,2,2,0,1,6,3,0,614,0021700002,Golden StateWarriors,1,HoustonRockets
Klay Thompson,3,2,6,0,0,0,0,16,6,2,2289,0021700002,Golden StateWarriors,1,HoustonRockets
Stephen Curry,4,0,5,3,3,0,4,22,5,1,1772,0021700002,Golden StateWarriors,1,HoustonRockets
Patrick McCaw,1,1,2,0,0,1,1,4,3,1,1119,0021700002,Golden StateWarriors,1,HoustonRockets
Jordan Bell,1,0,1,0,0,0,4,8,1,0,706,0021700002,Golden StateWarriors,1,HoustonRockets
Nick Young,0,0,1,1,1,1,4,23,2,0,1570,0021700002,Golden StateWarriors,1,HoustonRockets
Omri Casspi,0,0,1,2,2,0,0,2,1,0,268,0021700002,Golden StateWarriors,1,HoustonRockets
Shaun Livingston,5,0,0,2,2,1,2,6,1,0,1112,0021700002,Golden StateWarriors,1,HoustonRockets
Kevon Looney,0,0,2,2,1,0,2,1,2,1,466,0021700002,Golden StateWarriors,1,HoustonRockets
David West,0,1,0,0,0,1,0,4,1,0,565,0021700002,Golden StateWarriors,1,HoustonRockets
JaVale McGee,0,0,0,0,0,0,0,0,0,0,0,0021700002,Golden StateWarriors,1,HoustonRockets
Chris Boucher,0,0,0,0,0,0,0,0,0,0,0,0021700002,Golden StateWarriors,1,HoustonRockets
Quinn Cook,0,0,0,0,0,0,0,0,0,0,0,0021700002,Golden StateWarriors,1,HoustonRockets
Andre Iguodala,0,0,0,0,0,0,0,0,0,0,0,0021700002,Golden StateWarriors,1,HoustonRockets
Damian Jones,0,0,0,0,0,0,0,0,0,0,0,0021700002,Golden StateWarriors,1,HoustonRockets
Trevor Ariza,5,0,5,0,0,1,2,8,6,2,2259,0021700002,HoustonRockets,0,Golden StateWarriors
Ryan Anderson,1,1,5,0,0,3,3,13,8,1,1997,0021700002,HoustonRockets,0,Golden StateWarriors
Clint Capela,0,1,3,1,0,1,0,12,4,1,1090,0021700002,HoustonRockets,0,Golden StateWarriors
James Harden,11,0,5,4,3,1,2,27,6,1,2184,0021700002,HoustonRockets,0,Golden StateWarriors
Chris Paul,10,1,7,0,0,1,4,4,8,2,1984,0021700002,HoustonRockets,0,Golden StateWarriors
PJ Tucker,0,0,5,6,4,1,3,20,6,1,1720,0021700002,HoustonRockets,0,Golden StateWarriors
Eric Gordon,1,2,1,8,6,0,1,24,1,1,1763,0021700002,HoustonRockets,0,Golden StateWarriors
Luc Mbah a Moute,0,0,2,0,0,2,1,14,4,0,1403,0021700002,HoustonRockets,0,Golden StateWarriors
Tarik Black,0,0,0,0,0,0,0,0,0,0,0,0021700002,HoustonRockets,0,Golden StateWarriors
Bobby Brown,0,0,0,0,0,0,0,0,0,0,0,0021700002,HoustonRockets,0,Golden StateWarriors
Demetrius Jackson,0,0,0,0,0,0,0,0,0,0,0,0021700002,HoustonRockets,0,Golden StateWarriors
  Nene,0,0,0,0,0,0,0,0,0,0,0,0021700002,HoustonRockets,0,Golden StateWarriors
Zhou Qi,0,0,0,0,0,0,0,0,0,0,0,0021700002,HoustonRockets,0,Golden StateWarriors
Chinanu Onuaku,0,0,0,0,0,0,0,0,0,0,0,0021700002,HoustonRockets,0,Golden StateWarriors
Troy Williams,0,0,0,0,0,0,0,0,0,0,0,0021700002,HoustonRockets,0,Golden StateWarriors
Stanley Johnson,1,0,3,2,2,1,1,2,4,4,2420,0021700003,DetroitPistons,1,CharlotteHornets
Tobias Harris,3,0,8,1,1,2,3,27,10,0,2043,0021700003,DetroitPistons,1,CharlotteHornets
Andre Drummond,4,2,8,2,2,5,3,8,13,1,1341,0021700003,DetroitPistons,1,CharlotteHornets
Avery Bradley,1,0,2,1,1,0,4,15,2,0,1399,0021700003,DetroitPistons,1,CharlotteHornets
Reggie Jackson,8,0,4,3,3,1,2,13,5,1,1630,0021700003,DetroitPistons,1,CharlotteHornets
Eric Moreland,0,0,1,0,0,0,2,0,1,3,702,0021700003,DetroitPistons,1,CharlotteHornets
Jon Leuer,0,1,3,1,0,0,0,4,3,0,1161,0021700003,DetroitPistons,1,CharlotteHornets
Langston Galloway,0,0,4,1,1,0,0,16,4,3,1481,0021700003,DetroitPistons,1,CharlotteHornets
Ish Smith,6,0,1,0,0,0,4,4,1,1,1250,0021700003,DetroitPistons,1,CharlotteHornets
Henry Ellenson,1,0,4,1,1,0,2,13,4,1,973,0021700003,DetroitPistons,1,CharlotteHornets
Reggie Bullock,0,0,0,0,0,0,0,0,0,0,0,0021700003,DetroitPistons,1,CharlotteHornets
Luke Kennard,0,0,0,0,0,0,0,0,0,0,0,0021700003,DetroitPistons,1,CharlotteHornets
Boban Marjanovic,0,0,0,0,0,0,0,0,0,0,0,0021700003,DetroitPistons,1,CharlotteHornets
Dwight Buycks,0,0,0,0,0,0,0,0,0,0,0,0021700003,DetroitPistons,1,CharlotteHornets
Luis Montero,0,0,0,0,0,0,0,0,0,0,0,0021700003,DetroitPistons,1,CharlotteHornets
Anthony Tolliver,0,0,0,0,0,0,0,0,0,0,0,0021700003,DetroitPistons,1,CharlotteHornets
Marvin Williams,0,0,2,2,1,0,2,7,2,0,1599,0021700003,CharlotteHornets,0,DetroitPistons
Dwayne Bacon,2,0,2,0,0,0,1,8,2,0,1227,0021700003,CharlotteHornets,0,DetroitPistons
Dwight Howard,1,2,14,2,0,1,2,10,15,1,1887,0021700003,CharlotteHornets,0,DetroitPistons
Jeremy Lamb,2,0,4,8,7,0,2,15,4,1,1701,0021700003,CharlotteHornets,0,DetroitPistons
Kemba Walker,4,0,5,13,11,1,1,24,6,0,2126,0021700003,CharlotteHornets,0,DetroitPistons
Frank Kaminsky,2,0,4,2,2,0,0,4,4,0,1391,0021700003,CharlotteHornets,0,DetroitPistons
Malik Monk,1,0,0,0,0,0,1,3,0,0,1288,0021700003,CharlotteHornets,0,DetroitPistons
Cody Zeller,0,1,8,2,2,1,2,8,9,0,1404,0021700003,CharlotteHornets,0,DetroitPistons
Julyan Stone,1,0,3,0,0,0,3,6,3,2,754,0021700003,CharlotteHornets,0,DetroitPistons
Treveon Graham,3,0,2,0,0,0,1,5,2,0,1022,0021700003,CharlotteHornets,0,DetroitPistons
Michael Carter-Williams,0,0,0,0,0,0,0,0,0,0,0,0021700003,CharlotteHornets,0,DetroitPistons
Michael Kidd-Gilchrist,0,0,0,0,0,0,0,0,0,0,0,0021700003,CharlotteHornets,0,DetroitPistons
Johnny O'Bryant III,0,0,0,0,0,0,0,0,0,0,0,0021700003,CharlotteHornets,0,DetroitPistons
Nicolas Batum,0,0,0,0,0,0,0,0,0,0,0,0021700003,CharlotteHornets,0,DetroitPistons
Mangok Mathiang,0,0,0,0,0,0,0,0,0,0,0,0021700003,CharlotteHornets,0,DetroitPistons
Marcus Paige,0,0,0,0,0,0,0,0,0,0,0,0021700003,CharlotteHornets,0,DetroitPistons
Bojan Bogdanovic,0,0,0,3,3,0,2,14,0,0,1763,0021700004,IndianaPacers,1,BrooklynNets
Thaddeus Young,3,2,6,2,2,5,3,17,11,2,2000,0021700004,IndianaPacers,1,BrooklynNets
Myles Turner,2,4,11,4,4,3,3,21,14,0,2036,0021700004,IndianaPacers,1,BrooklynNets
Victor Oladipo,4,0,5,10,8,0,5,22,5,4,1472,0021700004,IndianaPacers,1,BrooklynNets
Darren Collison,11,0,2,3,2,1,1,21,3,2,1810,0021700004,IndianaPacers,1,BrooklynNets
Lance Stephenson,3,1,1,5,2,0,3,16,1,1,1451,0021700004,IndianaPacers,1,BrooklynNets
Cory Joseph,4,1,2,2,2,1,1,11,3,2,1480,0021700004,IndianaPacers,1,BrooklynNets
Domantas Sabonis,1,0,3,3,2,4,3,16,7,0,1153,0021700004,IndianaPacers,1,BrooklynNets
Damien Wilkins,0,0,1,0,0,0,1,2,1,1,661,0021700004,IndianaPacers,1,BrooklynNets
TJ Leaf,1,1,2,0,0,0,3,0,2,0,570,0021700004,IndianaPacers,1,BrooklynNets
Ike Anigbogu,0,0,0,0,0,0,0,0,0,0,0,0021700004,IndianaPacers,1,BrooklynNets
Al Jefferson,0,0,0,0,0,0,0,0,0,0,0,0021700004,IndianaPacers,1,BrooklynNets
Joe Young,0,0,0,0,0,0,0,0,0,0,0,0021700004,IndianaPacers,1,BrooklynNets
Alex Poythress,0,0,0,0,0,0,0,0,0,0,0,0021700004,IndianaPacers,1,BrooklynNets
Glenn Robinson III,0,0,0,0,0,0,0,0,0,0,0,0021700004,IndianaPacers,1,BrooklynNets
Edmond Sumner,0,0,0,0,0,0,0,0,0,0,0,0021700004,IndianaPacers,1,BrooklynNets
Rondae Hollis-Jefferson,2,0,4,8,8,0,3,14,4,1,1654,0021700004,BrooklynNets,0,IndianaPacers
DeMarre Carroll,2,0,7,2,1,2,2,10,9,1,1651,0021700004,BrooklynNets,0,IndianaPacers
Timofey Mozgov,0,0,2,0,0,1,1,4,3,0,864,0021700004,BrooklynNets,0,IndianaPacers
D'Angelo Russell,5,0,2,2,2,1,4,30,3,1,1828,0021700004,BrooklynNets,0,IndianaPacers
Jeremy Lin,4,0,0,7,7,0,3,18,0,0,1511,0021700004,BrooklynNets,0,IndianaPacers
Quincy Acy,0,0,2,0,0,0,3,9,2,0,953,0021700004,BrooklynNets,0,IndianaPacers
Allen Crabbe,1,1,7,5,4,0,2,12,7,2,1607,0021700004,BrooklynNets,0,IndianaPacers
Trevor Booker,0,0,4,7,6,6,2,20,10,0,1673,0021700004,BrooklynNets,0,IndianaPacers
Caris LeVert,4,1,2,1,1,0,3,12,2,2,1665,0021700004,BrooklynNets,0,IndianaPacers
Spencer Dinwiddie,4,0,2,0,0,1,2,2,3,0,992,0021700004,BrooklynNets,0,IndianaPacers
Jarrett Allen,0,0,0,0,0,0,0,0,0,0,0,0021700004,BrooklynNets,0,IndianaPacers
Joe Harris,0,0,0,0,0,0,0,0,0,0,0,0021700004,BrooklynNets,0,IndianaPacers
Sean Kilpatrick,0,0,0,0,0,0,0,0,0,0,0,0021700004,BrooklynNets,0,IndianaPacers
Yakuba Ouattara,0,0,0,0,0,0,0,0,0,0,0,0021700004,BrooklynNets,0,IndianaPacers
Isaiah Whitehead,0,0,0,0,0,0,0,0,0,0,0,0021700004,BrooklynNets,0,IndianaPacers
Jacob Wiley,0,0,0,0,0,0,0,0,0,0,0,0021700004,BrooklynNets,0,IndianaPacers
Tyler Zeller,0,0,0,0,0,0,0,0,0,0,0,0021700004,BrooklynNets,0,IndianaPacers
Evan Fournier,3,0,1,2,2,0,0,23,1,1,2065,0021700005,OrlandoMagic,1,MiamiHeat
Aaron Gordon,3,2,7,6,5,2,4,14,9,0,2053,0021700005,OrlandoMagic,1,MiamiHeat
Nikola Vucevic,1,2,11,8,7,2,1,19,13,2,1896,0021700005,OrlandoMagic,1,MiamiHeat
Terrence Ross,4,1,6,2,2,0,0,15,6,2,1872,0021700005,OrlandoMagic,1,MiamiHeat
Elfrid Payton,9,1,3,2,0,0,2,13,3,3,1903,0021700005,OrlandoMagic,1,MiamiHeat
Jonathon Simmons,0,0,1,2,2,1,4,12,2,0,1652,0021700005,OrlandoMagic,1,MiamiHeat
Jonathan Isaac,0,2,5,0,0,3,3,4,8,0,1017,0021700005,OrlandoMagic,1,MiamiHeat
Bismack Biyombo,0,2,3,2,1,2,3,9,5,0,964,0021700005,OrlandoMagic,1,MiamiHeat
D.J. Augustin,2,0,3,5,3,1,1,7,4,0,977,0021700005,OrlandoMagic,1,MiamiHeat
Arron Afflalo,0,0,0,0,0,0,0,0,0,0,0,0021700005,OrlandoMagic,1,MiamiHeat
Mario Hezonja,0,0,0,0,0,0,0,0,0,0,0,0021700005,OrlandoMagic,1,MiamiHeat
Shelvin Mack,0,0,0,0,0,0,0,0,0,0,0,0021700005,OrlandoMagic,1,MiamiHeat
Marreese Speights,0,0,0,0,0,0,0,0,0,0,0,0021700005,OrlandoMagic,1,MiamiHeat
Jamel Artis,0,0,0,0,0,0,0,0,0,0,0,0021700005,OrlandoMagic,1,MiamiHeat
Khem Birch,0,0,0,0,0,0,0,0,0,0,0,0021700005,OrlandoMagic,1,MiamiHeat
Wes Iwundu,0,0,0,0,0,0,0,0,0,0,0,0021700005,OrlandoMagic,1,MiamiHeat
Adreian Payne,0,0,0,0,0,0,0,0,0,0,0,0021700005,OrlandoMagic,1,MiamiHeat
Josh Richardson,2,1,2,0,0,0,3,10,2,0,2096,0021700005,MiamiHeat,0,OrlandoMagic
Kelly Olynyk,3,0,5,3,3,0,4,10,5,0,1260,0021700005,MiamiHeat,0,OrlandoMagic
Hassan Whiteside,1,1,17,3,3,5,1,26,22,0,2173,0021700005,MiamiHeat,0,OrlandoMagic
Dion Waiters,4,1,0,0,0,0,1,15,0,2,2298,0021700005,MiamiHeat,0,OrlandoMagic
Goran Dragic,6,0,2,4,4,3,0,17,5,1,1837,0021700005,MiamiHeat,0,OrlandoMagic
Tyler Johnson,1,0,2,0,0,0,2,7,2,0,1278,0021700005,MiamiHeat,0,OrlandoMagic
James Johnson,8,1,2,4,1,2,5,11,4,1,1122,0021700005,MiamiHeat,0,OrlandoMagic
Justise Winslow,2,0,3,2,1,1,2,10,4,1,1395,0021700005,MiamiHeat,0,OrlandoMagic
Bam Adebayo,0,0,0,0,0,0,2,0,0,0,341,0021700005,MiamiHeat,0,OrlandoMagic
Wayne Ellington,0,0,0,1,1,0,0,3,0,1,597,0021700005,MiamiHeat,0,OrlandoMagic
Udonis Haslem,0,0,0,0,0,0,0,0,0,0,0,0021700005,MiamiHeat,0,OrlandoMagic
Jordan Mickey,0,0,0,0,0,0,0,0,0,0,0,0021700005,MiamiHeat,0,OrlandoMagic
Matt Williams Jr.,0,0,0,0,0,0,0,0,0,0,0,0021700005,MiamiHeat,0,OrlandoMagic
AJ Hammons,0,0,0,0,0,0,0,0,0,0,0,0021700005,MiamiHeat,0,OrlandoMagic
Rodney McGruder,0,0,0,0,0,0,0,0,0,0,0,0021700005,MiamiHeat,0,OrlandoMagic
Derrick Walton Jr.,0,0,0,0,0,0,0,0,0,0,0,0021700005,MiamiHeat,0,OrlandoMagic
Okaro White,0,0,0,0,0,0,0,0,0,0,0,0021700005,MiamiHeat,0,OrlandoMagic
Otto Porter Jr.,0,1,6,0,0,2,3,10,8,3,1990,0021700006,WashingtonWizards,1,Philadelphia76ers
Jason Smith,0,0,0,0,0,1,1,0,1,0,424,0021700006,WashingtonWizards,1,Philadelphia76ers
Marcin Gortat,1,3,12,3,2,5,3,16,17,0,2066,0021700006,WashingtonWizards,1,Philadelphia76ers
Bradley Beal,4,1,4,16,12,2,2,25,6,3,2137,0021700006,WashingtonWizards,1,Philadelphia76ers
John Wall,8,2,3,9,8,2,2,28,5,0,2229,0021700006,WashingtonWizards,1,Philadelphia76ers
Kelly Oubre Jr.,2,2,6,3,1,2,2,14,8,2,1949,0021700006,WashingtonWizards,1,Philadelphia76ers
Mike Scott,0,0,2,0,0,0,0,7,2,0,890,0021700006,WashingtonWizards,1,Philadelphia76ers
Jodie Meeks,0,0,1,7,7,0,0,14,1,0,1143,0021700006,WashingtonWizards,1,Philadelphia76ers
Tim Frazier,5,0,0,0,0,0,3,0,0,0,758,0021700006,WashingtonWizards,1,Philadelphia76ers
Ian Mahinmi,1,1,2,0,0,2,4,6,4,0,814,0021700006,WashingtonWizards,1,Philadelphia76ers
Carrick Felix,0,0,0,0,0,0,0,0,0,0,0,0021700006,WashingtonWizards,1,Philadelphia76ers
Chris McCullough,0,0,0,0,0,0,0,0,0,0,0,0021700006,WashingtonWizards,1,Philadelphia76ers
Tomas Satoransky,0,0,0,0,0,0,0,0,0,0,0,0021700006,WashingtonWizards,1,Philadelphia76ers
Sheldon Mac,0,0,0,0,0,0,0,0,0,0,0,0021700006,WashingtonWizards,1,Philadelphia76ers
Markieff Morris,0,0,0,0,0,0,0,0,0,0,0,0021700006,WashingtonWizards,1,Philadelphia76ers
Devin Robinson,0,0,0,0,0,0,0,0,0,0,0,0021700006,WashingtonWizards,1,Philadelphia76ers
Mike Young,0,0,0,0,0,0,0,0,0,0,0,0021700006,WashingtonWizards,1,Philadelphia76ers
Robert Covington,1,2,5,4,4,2,4,29,7,1,1748,0021700006,Philadelphia76ers,0,WashingtonWizards
Ben Simmons,5,1,7,6,4,3,3,18,10,2,2080,0021700006,Philadelphia76ers,0,WashingtonWizards
Joel Embiid,3,1,12,4,4,1,2,18,13,0,1617,0021700006,Philadelphia76ers,0,WashingtonWizards
JJ Redick,4,0,2,0,0,0,4,12,2,1,1943,0021700006,Philadelphia76ers,0,WashingtonWizards
Jerryd Bayless,3,0,3,0,0,0,4,13,3,1,1672,0021700006,Philadelphia76ers,0,WashingtonWizards
Amir Johnson,1,0,4,2,1,1,6,5,5,0,908,0021700006,Philadelphia76ers,0,WashingtonWizards
Markelle Fultz,1,1,1,2,0,2,0,10,3,0,1074,0021700006,Philadelphia76ers,0,WashingtonWizards
Dario Saric,2,1,2,1,1,1,3,3,3,0,1362,0021700006,Philadelphia76ers,0,WashingtonWizards
T.J. McConnell,3,0,0,0,0,0,0,2,0,0,895,0021700006,Philadelphia76ers,0,WashingtonWizards
Timothe Luwawu-Cabarrot,2,0,1,0,0,1,2,5,2,1,1101,0021700006,Philadelphia76ers,0,WashingtonWizards
Justin Anderson,0,0,0,0,0,0,0,0,0,0,0,0021700006,Philadelphia76ers,0,WashingtonWizards
Jahlil Okafor,0,0,0,0,0,0,0,0,0,0,0,0021700006,Philadelphia76ers,0,WashingtonWizards
Nik Stauskas,0,0,0,0,0,0,0,0,0,0,0,0021700006,Philadelphia76ers,0,WashingtonWizards
Richaun Holmes,0,0,0,0,0,0,0,0,0,0,0,0021700006,Philadelphia76ers,0,WashingtonWizards
Furkan Korkmaz,0,0,0,0,0,0,0,0,0,0,0,0021700006,Philadelphia76ers,0,WashingtonWizards
James Michael McAdoo,0,0,0,0,0,0,0,0,0,0,0,0021700006,Philadelphia76ers,0,WashingtonWizards
Jacob Pullen,0,0,0,0,0,0,0,0,0,0,0,0021700006,Philadelphia76ers,0,WashingtonWizards
Jaylen Brown,3,0,4,5,4,1,6,18,5,0,1689,0021700007,BostonCeltics,1,MilwaukeeBucks
Jayson Tatum,2,0,7,5,2,2,3,8,9,1,2192,0021700007,BostonCeltics,1,MilwaukeeBucks
Al Horford,4,2,5,1,1,1,3,13,6,3,2006,0021700007,BostonCeltics,1,MilwaukeeBucks
Marcus Smart,4,0,4,6,1,3,4,12,7,3,1940,0021700007,BostonCeltics,1,MilwaukeeBucks
Kyrie Irving,3,0,3,2,1,1,1,17,4,3,2336,0021700007,BostonCeltics,1,MilwaukeeBucks
Abdel Nader,1,0,0,0,0,0,1,4,0,0,685,0021700007,BostonCeltics,1,MilwaukeeBucks
Terry Rozier,6,0,7,0,0,0,4,15,7,2,1608,0021700007,BostonCeltics,1,MilwaukeeBucks
Aron Baynes,0,0,1,0,0,1,4,4,2,0,958,0021700007,BostonCeltics,1,MilwaukeeBucks
Daniel Theis,0,0,0,2,2,2,1,6,2,0,285,0021700007,BostonCeltics,1,MilwaukeeBucks
Semi Ojeleye,0,0,1,0,0,0,0,3,1,0,699,0021700007,BostonCeltics,1,MilwaukeeBucks
Jabari Bird,0,0,0,0,0,0,0,0,0,0,0,0021700007,BostonCeltics,1,MilwaukeeBucks
Shane Larkin,0,0,0,0,0,0,0,0,0,0,0,0021700007,BostonCeltics,1,MilwaukeeBucks
Guerschon Yabusele,0,0,0,0,0,0,0,0,0,0,0,0021700007,BostonCeltics,1,MilwaukeeBucks
Kadeem Allen,0,0,0,0,0,0,0,0,0,0,0,0021700007,BostonCeltics,1,MilwaukeeBucks
Gordon Hayward,0,0,0,0,0,0,0,0,0,0,0,0021700007,BostonCeltics,1,MilwaukeeBucks
Marcus Morris,0,0,0,0,0,0,0,0,0,0,0,0021700007,BostonCeltics,1,MilwaukeeBucks
Giannis Antetokounmpo,3,0,12,13,11,1,4,37,13,3,2216,0021700007,MilwaukeeBucks,0,BostonCeltics
Khris Middleton,6,0,7,2,2,2,4,15,9,2,2605,0021700007,MilwaukeeBucks,0,BostonCeltics
Thon Maker,0,0,1,0,0,2,1,2,3,1,825,0021700007,MilwaukeeBucks,0,BostonCeltics
Tony Snell,1,0,4,0,0,0,4,5,4,0,1768,0021700007,MilwaukeeBucks,0,BostonCeltics
Malcolm Brogdon,4,0,1,4,4,0,2,19,1,0,2486,0021700007,MilwaukeeBucks,0,BostonCeltics
Greg Monroe,1,0,5,4,2,1,3,10,6,0,1009,0021700007,MilwaukeeBucks,0,BostonCeltics
Matthew Dellavedova,1,0,1,5,5,0,2,15,1,0,1589,0021700007,MilwaukeeBucks,0,BostonCeltics
John Henson,2,4,6,2,1,0,2,5,6,0,1033,0021700007,MilwaukeeBucks,0,BostonCeltics
Rashad Vaughn,0,0,0,0,0,0,0,0,0,0,204,0021700007,MilwaukeeBucks,0,BostonCeltics
Mirza Teletovic,1,0,2,0,0,0,0,0,2,0,663,0021700007,MilwaukeeBucks,0,BostonCeltics
Sterling Brown,0,0,0,0,0,0,0,0,0,0,0,0021700007,MilwaukeeBucks,0,BostonCeltics
Jason Terry,0,0,0,0,0,0,0,0,0,0,0,0021700007,MilwaukeeBucks,0,BostonCeltics
D.J. Wilson,0,0,0,0,0,0,0,0,0,0,0,0021700007,MilwaukeeBucks,0,BostonCeltics
DeAndre Liggins,0,0,0,0,0,0,0,0,0,0,0,0021700007,MilwaukeeBucks,0,BostonCeltics
Jabari Parker,0,0,0,0,0,0,0,0,0,0,0,0021700007,MilwaukeeBucks,0,BostonCeltics
Gary Payton II,0,0,0,0,0,0,0,0,0,0,0,0021700007,MilwaukeeBucks,0,BostonCeltics
James Ennis III,2,0,0,0,0,1,0,5,1,0,1115,0021700008,MemphisGrizzlies,1,New OrleansPelicans
JaMychal Green,1,0,1,0,0,0,1,2,1,0,233,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Marc Gasol,4,3,8,0,0,3,6,14,11,0,1762,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Andrew Harrison,1,1,2,0,0,0,2,2,2,0,1149,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Mike Conley,3,0,5,7,5,0,3,27,5,2,1961,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Brandan Wright,0,1,1,2,0,3,2,10,4,2,1604,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Mario Chalmers,4,0,2,5,3,0,3,5,2,0,1534,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Tyreke Evans,2,0,4,2,2,1,3,11,5,0,1204,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Dillon Brooks,2,2,3,7,5,2,2,19,5,4,1765,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Chandler Parsons,0,0,2,5,1,2,2,6,4,1,916,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Jarell Martin,0,1,2,0,0,3,5,2,5,0,1156,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Deyonta Davis,0,0,0,0,0,0,0,0,0,0,0,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Ivan Rabb,0,0,0,0,0,0,0,0,0,0,0,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Vincent Hunter,0,0,0,0,0,0,0,0,0,0,0,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Ben McLemore,0,0,0,0,0,0,0,0,0,0,0,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Wayne Selden,0,0,0,0,0,0,0,0,0,0,0,0021700008,MemphisGrizzlies,1,New OrleansPelicans
Kobi Simmons,0,0,0,0,0,0,0,0,0,0,0,0021700008,MemphisGrizzlies,1,New OrleansPelicans
